,cast,crew,budget,genres,keywords,original_language,original_title,popularity,production_companies,production_countries,revenue,runtime,status,vote_average,vote_count,release_year,release_month,release_quarter
885,"['Vince Vaughn', 'Jennifer Aniston', 'Joey Lauren Adams']",['Peyton Reed'],52000000,"['Romance', 'Comedy']","['bowling', 'chicago', 'american football', 'flat', 'baseball', 'new love', 'tour guide', 'break-up', 'art gallery', 'argument', 'pool table', 'watching tv', 'ex-boyfriend ex-girlfriend relationship', 'dinner party', 'condominium']",en,The Break-Up,26.251216999999997,"['Universal Pictures', 'Mosaic Media Group', 'Wild West Picture Show Productions']",['United States of America'],204999686,106.0,Released,5.6,832,2006,6,2
886,"['Meryl Streep', 'Pierce Brosnan', 'Amanda Seyfried']",['Phyllida Lloyd'],52000000,"['Comedy', 'Romance']","['single parent', 'greece', 'musical', 'daughter', 'single', 'mother daughter relationship', 'duringcreditsstinger', 'woman director']",en,Mamma Mia!,30.780599,"['Universal Pictures', 'Internationale Filmproduktion Richter', 'Playtone', 'Relativity Media', 'Littlestar']","['Germany', 'United Kingdom', 'United States of America']",609841637,108.0,Released,6.4,1386,2008,7,3
887,"['Jessica Alba', 'Jessica Biel', 'Bradley Cooper']",['Garry Marshall'],52000000,"['Comedy', 'Romance']","['flower', 'married couple', 'florist', 'kiss', 'single', 'valentine', ""valentine's day"", 'multiple storylines', 'aftercreditsstinger', 'duringcreditsstinger']",en,Valentine's Day,25.41929,"['New Line Cinema', 'Karz Entertainment', 'Rice Films']",['United States of America'],216485654,125.0,Released,5.7,1013,2010,2,1
888,"['Johnny Knoxville', 'Seann William Scott', 'Jessica Simpson']",['Jay Chandrasekhar'],50000000,"['Action', 'Adventure', 'Comedy']","['sheriff', 'farm', 'bikini', 'redneck', 'moonshine']",en,The Dukes of Hazzard,15.982120000000002,"['Village Roadshow Pictures', 'Gerber Pictures', 'Warner Bros.', 'WV Films III']",['United States of America'],110803676,104.0,Released,5.1,316,2005,8,3
889,"['Sean Penn', 'Adrien Brody', 'Jim Caviezel']",['Terrence Malick'],52000000,"['Drama', 'History', 'War']","['based on novel', 'japanese', 'world war ii', 'battle assignment', 'invasion', 'marine corps', 'u.s. army', 'commander', 'pacific', 'rifle', 'survival', 'jungle', 'infantry', 'steel helmet', 'sergeant', 'pacific island', 'soldier', 'battle', 'fighting', 'guadalcanal', 'awol', 'philosophic conflict']",en,The Thin Red Line,40.072583,"['Fox 2000 Pictures', 'Phoenix Pictures', 'Geisler-Roberdeau']","['Canada', 'United States of America']",98126565,170.0,Released,7.2,771,1998,12,4
890,"['Olivia Wilde', 'Ryan Reynolds', 'Jason Bateman']",['David Dobkin'],52000000,['Comedy'],"['jealousy', 'chance', 'wish', 'change', 'man change', 'co-worker', 'body-swap']",en,The Change-Up,32.015477000000004,"['Universal Pictures', 'Original Film', 'Relativity Media', 'Big Kid Pictures']",['United States of America'],75450437,112.0,Released,5.9,736,2011,8,3
891,"['Jim Carrey', 'Courtney Love', 'Bob Zmuda']",['Miloš Forman'],82000000,"['Comedy', 'Drama', 'Romance']","['show business', 'comedian', 'wrestling']",en,Man on the Moon,24.444186,['Mutual Film Company'],['United States of America'],47434430,118.0,Released,6.9,435,1999,12,4
892,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci']",['Martin Scorsese'],52000000,"['Drama', 'Crime']","['poker', 'drug abuse', '1970s', 'overdose', 'illegal prostitution']",en,Casino,40.06688,"['Universal Pictures', 'Légende Entreprises', 'Syalis DA', 'De Fina-Cappa']","['France', 'United States of America']",116112375,178.0,Released,7.8,1307,1995,11,4
893,"['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak']",['Pierre Morel'],52000000,"['Action', 'Crime', 'Thriller']","['paris', 'cia', 'undercover', 'explosive', 'pimp', 'ambassador', 'anti hero', 'revelation', 'french', 'politician', 'firearm', 'deception', 'car crash', 'gang']",en,From Paris with Love,27.916284,"['Apipoulaï', 'M6 Films', 'Canal+', 'TPS Star', 'Grive Productions', 'EuropaCorp', 'M6', 'W9']","['United Kingdom', 'France']",52826594,92.0,Released,6.1,675,2010,2,1
895,"['Jim Carrey', 'Renée Zellweger', 'Anthony Anderson']","['Bobby Farrelly', 'Peter Farrelly']",51000000,['Comedy'],"['schizophrenia', 'ex-cop', 'aftercreditsstinger', 'duringcreditsstinger']",en,"Me, Myself & Irene",39.001682,"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']",['United States of America'],149270999,116.0,Released,6.1,927,2000,6,2
896,"['Courteney Cox', 'Kevin James', 'Sam Elliott']",['Steve Oedekerk'],51000000,"['Animation', 'Comedy', 'Family']","['peasant', 'farm', 'cow', 'cojote', 'family']",en,Barnyard,10.430832,"['Paramount Pictures', 'Nickelodeon Movies', 'Paramount Animation']","['Germany', 'United States of America']",72779000,90.0,Released,5.3,225,2006,8,3
898,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",['Chris Weitz'],50000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['moon', 'cinema', 'vampire', 'werewolf', 'fang vamp']",en,The Twilight Saga: New Moon,94.815867,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']",['United States of America'],709827462,130.0,Released,5.6,2436,2009,3,1
899,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Andrew Adamson', 'Vicky Jenson']",60000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['magic', 'liberation', 'lordship', 'castle', 'robin hood', 'enchantment', 'fairy-tale figure', 'princess', 'parody', 'woman director', 'ogre']",en,Shrek,67.298732,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],484409218,90.0,Released,7.3,4056,2001,5,2
900,"['Matt Damon', 'Emily Blunt', 'John Slattery']",['George Nolfi'],50200000,"['Science Fiction', 'Thriller', 'Romance']","['hotel', 'dancer', 'hat', 'senator', 'future', 'honesty', 'plan', 'kiss', 'speech', 'marriage', 'politician', 'alone', 'fate', 'foot chase', 'covert agency', 'courthouse', 'political campaign', 'based on short story']",en,The Adjustment Bureau,26.60772,"['Universal Pictures', 'Media Rights Capital', 'Gambit Pictures', 'Electric Shepherd Productions']",['United States of America'],127869379,106.0,Released,6.5,1652,2011,3,1
901,"['Kevin Costner', 'Morgan Freeman', 'Christian Slater']",['Kevin Reynolds'],48000000,['Adventure'],"['england', 'crusade', 'mercifulness', 'robin hood', 'folk hero']",en,Robin Hood: Prince of Thieves,28.803728999999997,"['Warner Bros.', 'Morgan Creek Productions']",['United States of America'],390493908,143.0,Released,6.6,909,1991,6,2
902,"['Tom Cruise', 'Cuba Gooding Jr.', 'Renée Zellweger']",['Cameron Crowe'],50000000,"['Comedy', 'Drama', 'Romance']","['stadium', 'career', 'sport', 'sports agent']",en,Jerry Maguire,27.039635999999998,"['Gracie Films', 'TriStar Pictures']",['United States of America'],273552592,139.0,Released,6.7,913,1996,12,4
903,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane']",['Seth MacFarlane'],50000000,"['Comedy', 'Fantasy']","['friendship', 'love', 'teddy bear', 'toy comes to life', 'wishes come true']",en,Ted,68.87691,"['Universal Pictures', 'Media Rights Capital', 'Fuzzy Door Productions']",['United States of America'],549368315,106.0,Released,6.3,4697,2012,6,2
904,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear']",['James L. Brooks'],50000000,"['Comedy', 'Romance']","['single parent', 'waitress', 'lone wolf', 'friendship', 'neighbor', 'author', 'cowardliness', 'writer', 'dog', 'rude', 'obnoxious', 'unlikely friendship', 'noodle salad']",en,As Good as It Gets,37.885022,"['Gracie Films', 'TriStar Pictures']",['United States of America'],314178011,139.0,Released,7.2,915,1997,12,4
905,"['Robin Williams', 'Philip Seymour Hoffman', 'Bob Gunton']",['Tom Shadyac'],50000000,"['Comedy', 'Drama']","['nurse', 'hospital', 'doctor', 'laughter']",en,Patch Adams,35.537397,"['Universal Pictures', 'Bungalow 78 Productions', 'Blue Wolf', 'Farrell/Minoff']",['United States of America'],202292902,115.0,Released,7.0,832,1998,12,4
906,"['Will Ferrell', 'Steve Carell', 'Paul Rudd']",['Adam McKay'],50000000,['Comedy'],"['journalism', 'mustache', 'tv news', 'newsroom', 'gang warfare', 'aftercreditsstinger', 'news spoof', 'tv news anchor']",en,Anchorman 2: The Legend Continues,38.125008,"['Paramount Pictures', 'Gary Sanchez Productions', 'Apatow Productions']",['United States of America'],173649015,119.0,Released,6.0,923,2013,12,4
907,"['Adam Sandler', 'Winona Ryder', 'John Turturro']",['Steven Brill'],50000000,"['Comedy', 'Romance']","['love letter', 'new hampshire', 'ferrari', 'liar', 'city country contrast', 'inheritance', 'billionaire', 'new york city', 'kindness', 'fable', 'apple tree', 'corporate take over', 'chrysler building']",en,Mr. Deeds,18.121404000000002,"['New Line Cinema', 'Columbia Pictures Corporation', 'Out of the Blue... Entertainment', 'Happy Madison Productions']",['United States of America'],171269535,96.0,Released,5.6,644,2002,6,2
908,"['Joel Courtney', 'Elle Fanning', 'Riley Griffiths']",['J.J. Abrams'],50000000,"['Thriller', 'Science Fiction', 'Mystery']","['1970s', 'secret', 'alien', 'train crash', 'pistol', 'firecracker', 'duringcreditsstinger']",en,Super 8,37.069253,"['Paramount Pictures', 'Amblin Entertainment', 'Bad Robot', 'K/O Camera Toys']",['United States of America'],260095987,112.0,Released,6.6,2435,2011,6,2
909,"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart']",['Steven Soderbergh'],52000000,['Drama'],"['biography', 'based on true story', 'single mother', 'water pollution', 'environmental law']",en,Erin Brockovich,30.347332,['Jersey Films'],['United States of America'],256271286,131.0,Released,7.1,716,2000,3,1
910,"['Kate Hudson', 'Matthew McConaughey', 'Kathryn Hahn']",['Donald Petrie'],50000000,"['Comedy', 'Romance']","['new york', 'bet', 'journalist', 'therapist', 'advertising expert', 'relationship']",en,How to Lose a Guy in 10 Days,23.854701000000002,['Paramount Pictures'],"['Germany', 'United States of America']",177371441,116.0,Released,6.3,850,2003,2,1
911,"['Jonah Hill', 'Channing Tatum', 'Dave Franco']","['Phil Lord', 'Christopher Miller']",50000000,"['Crime', 'Comedy', 'Action']","['high school', 'undercover cop', 'buddy comedy', 'aftercreditsstinger', 'duringcreditsstinger']",en,22 Jump Street,52.380982,"['Columbia Pictures', 'Original Film', 'Media Rights Capital', 'Metro-Goldwyn-Mayer (MGM)', 'Cannell Studios', 'LStar Capital', '33andOut Productions', 'JHF Productions']",['United States of America'],188441614,112.0,Released,7.0,3319,2014,6,2
912,"['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst']",['Neil Jordan'],60000000,"['Horror', 'Romance']","['paris', 'san francisco', 'vampire', 'plantation', 'pity', 'bite', 'fang vamp']",en,Interview with the Vampire,50.163785,['Geffen Pictures'],['United States of America'],223664608,123.0,Released,7.2,1516,1994,11,4
913,"['Jim Carrey', 'Zooey Deschanel', 'Rhys Darby']",['Peyton Reed'],70000000,['Comedy'],"['bungee-jump', 'scooter']",en,Yes Man,43.849351,"['Village Roadshow Pictures', 'The Zanuck Company', 'Heyday films', 'Warner Bros.']",['United States of America'],225990978,104.0,Released,6.4,1813,2008,12,4
914,"['Dwayne Johnson', 'Kevin Hart', 'Amy Ryan']",['Rawson Marshall Thurber'],50000000,"['Action', 'Comedy']","['spy', 'cia', 'espionage', 'high school reunion', 'reference to facebook', 'accountant']",en,Central Intelligence,45.318703,"['New Line Cinema', 'Universal Pictures', 'Bluegrass Films', 'Principato-Young Entertainment']",['United States of America'],216972543,107.0,Released,6.2,1650,2016,6,2
916,"['Will Ferrell', 'Mark Wahlberg', 'Linda Cardellini']",['Sean Anders'],50000000,['Comedy'],['daddys home'],en,Daddy's Home,38.616744,"['Paramount Pictures', 'Gary Sanchez Productions', 'Red Granite Pictures']",['United States of America'],242786137,96.0,Released,5.8,854,2015,12,4
917,"['Meryl Streep', 'Emily Blunt', 'James Corden']",['Rob Marshall'],50000000,"['Fantasy', 'Comedy', 'Music']","['witch', 'cinderella', 'prince', 'fairy tale', 'musical', 'princess', 'sondheim', 'curse', 'based on stage musical', 'beanstalk', 'duringcreditsstinger', 'red riding hood']",en,Into the Woods,65.90160999999999,"['Walt Disney Pictures', 'Marc Platt Productions', 'Lucamar Productions']",['United States of America'],212902372,125.0,Released,5.6,1652,2014,12,4
918,"['Denzel Washington', 'Clive Owen', 'Jodie Foster']",['Spike Lee'],45000000,"['Crime', 'Drama', 'Thriller']","['bank manager', 'kidnapping', 'nazi background', 'document', 'ultimatum', 'court case', 'heist', 'financial transactions']",en,Inside Man,45.220386,"['Imagine Entertainment', 'Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America'],184376254,129.0,Released,7.3,1630,2006,3,1
919,"['Mel Gibson', 'Kris Kristofferson', 'Gregg Henry']",['Brian Helgeland'],90000000,"['Drama', 'Action', 'Thriller', 'Crime']","['new york', 'heroin', 'money', 'criminal']",en,Payback,17.457947,"['Paramount Pictures', 'Icon Entertainment International']",['United States of America'],161626121,100.0,Released,6.7,548,1999,2,1
920,"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson']",['Frank Marshall'],50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']","['gorilla', 'kongo', 'diamond mine', 'diamond']",en,Congo,10.755847,"['Paramount Pictures', 'Kennedy/Marshall Company, The']",['United States of America'],152022101,109.0,Released,5.0,213,1995,6,2
921,"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church']",['Cameron Crowe'],50000000,"['Drama', 'Comedy', 'Family']",['zoo'],en,We Bought a Zoo,38.629763,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Vinyl Films', 'LBI Entertainment']",['United States of America'],120081841,124.0,Released,6.5,909,2011,12,4
922,"['Nicolas Cage', 'Rose Byrne', 'Chandler Canterbury']",['Alex Proyas'],50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']","['cataclysm', 'code', 'suspense', 'end of the world', 'time capsule', 'astrophysicist', 'grieving widower', 'lexington massachusetts', 'westford massachusetts', 'prediction', 'researcher', 'numbers', 'news']",en,Knowing,32.693093,"['Summit Entertainment', 'Mystery Clock Cinema', 'Escape Artists', 'Goldcrest Pictures', 'Kaplan/Perrone Entertainment', 'Wintergreen Productions']","['United Kingdom', 'United States of America', 'Australia']",155446362,121.0,Released,5.9,1486,2009,3,1
923,"['Matthew McConaughey', 'Sarah Jessica Parker', 'Zooey Deschanel']",['Tom Dey'],50000000,['Comedy'],"['hotel mom', 'romantic comedy', 'lying', 'living with parents', 'pretend relationship']",en,Failure to Launch,18.806031,"['Paramount Pictures', 'Scott Rudin Productions', 'Failure to Launch Productions']",['United States of America'],88715192,97.0,Released,5.5,399,2006,3,1
924,"['Naomi Watts', 'Simon Baker', 'Elizabeth Perkins']",['Hideo Nakata'],50000000,"['Drama', 'Horror', 'Thriller']","['nun', 'based on novel', 'bath tub', 'nightmare', 'son', 'sequel', 'remake', 'vision', 'good vs evil', 'woman reporter', 'mental institution', 'videotape', 'evil child']",en,The Ring Two,32.233713,"['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']",['United States of America'],161451538,110.0,Released,5.4,632,2005,3,1
925,"['Steve Carell', 'Julianne Moore', 'Ryan Gosling']","['Glenn Ficarra', 'John Requa']",50000000,"['Comedy', 'Drama', 'Romance']","['soulmates', 'midlife crisis', 'marriage crisis', 'womanizer', 'law school', 'crazy', 'relationship']",en,"Crazy, Stupid, Love.",37.990705,['Warner Bros.'],['United States of America'],142851197,118.0,Released,7.0,2443,2011,7,3
926,"['Bill Murray', 'Breckin Meyer', 'Jennifer Love Hewitt']",['Peter Hewitt'],50000000,"['Animation', 'Comedy', 'Family']","['competition', 'moderator', 'lasagne', 'garfield']",en,Garfield,17.667826,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Twentieth Century Fox Animation']",['United States of America'],200804534,80.0,Released,5.2,820,2004,6,2
928,"['Brad Pitt', 'Jonah Hill', 'Philip Seymour Hoffman']",['Bennett Miller'],50000000,['Drama'],"['underdog', 'based on novel', 'baseball', 'teamwork', 'sport', 'partner', 'meeting', 'oakland california', 'strategy', 'voice over', 'statistics']",en,Moneyball,46.180421,"['Columbia Pictures', 'Scott Rudin Productions']",['United States of America'],110206216,133.0,Released,7.0,1381,2011,9,3
929,"['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman']",['Wolfgang Petersen'],50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']","['river', 'general', 'research', 'army', 'serum', 'monkey', 'epidemic', 'medical research']",en,Outbreak,30.397496000000004,"['Kopelson Entertainment', 'Punch Productions', 'Warner Bros.', 'Arnold Kopelson Productions']",['United States of America'],189859560,127.0,Released,6.3,513,1995,3,1
930,"['Liam Neeson', 'Julianne Moore', 'Scoot McNairy']",['Jaume Collet-Serra'],50000000,"['Action', 'Thriller', 'Mystery']","['airplane', 'conspiracy', 'airplane crash', 'cell phone', 'hijack', 'one night', 'mystery killer']",en,Non-Stop,83.295796,"['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Anton Capital Entertainment (ACE)', 'TF1', 'LOVEFiLM International']","['France', 'United Kingdom', 'United States of America']",222809600,106.0,Released,6.8,2268,2014,1,1
931,"['Dwayne Johnson', 'AnnaSophia Robb', 'Alexander Ludwig']",['Andy Fickman'],50000000,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']","['spacecraft', 'laser', 'teleportation', 'telekinesis', 'alien', 'military', 'duringcreditsstinger', 'supernatural power', 'mountain']",en,Race to Witch Mountain,23.935053,"['Walt Disney Pictures', 'Gunn Films']",['United States of America'],106303988,98.0,Released,5.5,509,2009,3,1
